Airline,Source,Destination,Total_Stops,Price,Dep_Hours,Dep_Minutes,Arrival_Hours,Arrival_Minutes,hoursMinutes
Multiple carriers,Delhi,Cochin,1 stop,6943,14,0,14,0,690
Multiple carriers,Delhi,Cochin,1 stop,7354,6,40,6,40,755
Multiple carriers,Delhi,Cochin,1 stop,12192,9,0,9,0,600
IndiGo,Banglore,Delhi,non-stop,3943,21,15,21,15,180
Jet Airways,Delhi,Cochin,2 stops,15129,19,10,19,10,1430
Vistara,Banglore,Delhi,non-stop,5403,7,0,7,0,160
Jet Airways,Delhi,Cochin,2 stops,13882,9,25,9,25,1140
Jet Airways,Mumbai,Hyderabad,non-stop,5678,19,35,19,35,90
Vistara,Banglore,Delhi,non-stop,5403,11,30,11,30,170
Vistara,Banglore,Delhi,non-stop,4878,21,0,21,0,170
IndiGo,Delhi,Cochin,2 stops,6494,6,40,6,40,880
IndiGo,Banglore,Delhi,non-stop,4777,1,30,1,30,165
Air India,Mumbai,Hyderabad,non-stop,3625,13,55,13,55,90
Air India,Kolkata,Banglore,2 stops,9258,12,0,12,0,1830
Jet Airways,Delhi,Cochin,1 stop,10262,13,0,13,0,360
Air India,Banglore,Delhi,4 stops,17686,5,50,5,50,1770
IndiGo,Kolkata,Banglore,non-stop,4174,15,15,15,15,150
Multiple carriers,Delhi,Cochin,1 stop,7485,10,20,10,20,910
Air India,Kolkata,Banglore,2 stops,11222,8,20,8,20,1610
Jet Airways,Kolkata,Banglore,1 stop,12121,17,0,17,0,1685
Air India,Kolkata,Banglore,2 stops,10697,8,20,8,20,610
Jet Airways,Delhi,Cochin,1 stop,12373,11,30,11,30,450
SpiceJet,Kolkata,Banglore,1 stop,6381,8,35,8,35,520
Jet Airways,Delhi,Cochin,2 stops,17072,17,55,17,55,2070
Jet Airways,Delhi,Cochin,2 stops,10368,9,40,9,40,1615
IndiGo,Banglore,Delhi,non-stop,4823,18,25,18,25,175
IndiGo,Mumbai,Hyderabad,non-stop,2227,20,5,20,5,95
IndiGo,Banglore,Delhi,non-stop,4545,0,40,0,40,165
IndiGo,Kolkata,Banglore,non-stop,4148,17,15,17,15,160
IndiGo,Kolkata,Banglore,non-stop,4148,15,10,15,10,155
Air India,Banglore,Delhi,2 stops,7642,8,15,8,15,1625
Jet Airways,Delhi,Cochin,1 stop,10262,16,0,16,0,1235
Jet Airways,Banglore,Delhi,non-stop,4030,8,20,8,20,180
IndiGo,Delhi,Cochin,non-stop,5000,14,25,14,25,195
SpiceJet,Delhi,Cochin,1 stop,5264,8,45,8,45,270
Jet Airways,Banglore,Delhi,non-stop,7229,18,55,18,55,185
Jet Airways,Delhi,Cochin,1 stop,10577,8,0,8,0,660
Air India,Kolkata,Banglore,2 stops,12723,5,50,5,50,1625
Jet Airways,Delhi,Cochin,1 stop,14714,21,50,21,50,395
Jet Airways,Delhi,Cochin,1 stop,7438,2,15,2,15,1570
Air India,Kolkata,Banglore,1 stop,10203,20,30,20,30,1435
Air Asia,Kolkata,Banglore,non-stop,3782,22,50,22,50,150
Jet Airways,Delhi,Cochin,2 stops,13014,5,30,5,30,810
Multiple carriers,Delhi,Cochin,1 stop,8073,19,0,19,0,390
IndiGo,Kolkata,Banglore,non-stop,4804,15,30,15,30,155
IndiGo,Kolkata,Banglore,1 stop,4864,7,10,7,10,330
Multiple carriers,Delhi,Cochin,1 stop,15135,6,40,6,40,730
Air India,Kolkata,Banglore,1 stop,8366,16,50,16,50,1100
Jet Airways,Delhi,Cochin,2 stops,13292,5,30,5,30,1375
Air India,Banglore,Delhi,non-stop,7171,17,0,17,0,165
Jet Airways,Kolkata,Banglore,1 stop,12121,9,35,9,35,690
Air India,Delhi,Cochin,2 stops,11753,10,55,10,55,500
IndiGo,Banglore,Delhi,1 stop,8064,5,15,5,15,285
Jet Airways,Delhi,Cochin,1 stop,10262,15,0,15,0,1680
IndiGo,Chennai,Kolkata,non-stop,5277,22,5,22,5,140
Jet Airways,Banglore,Delhi,non-stop,8016,17,45,17,45,180
Air India,Mumbai,Hyderabad,2 stops,11342,5,30,5,30,560
Jet Airways,Kolkata,Banglore,1 stop,7594,6,30,6,30,1330
Air Asia,Banglore,Delhi,non-stop,4483,11,10,11,10,165
Jet Airways,Delhi,Cochin,2 stops,16263,20,0,20,0,505
Air India,Kolkata,Banglore,2 stops,13243,10,0,10,0,920
Jet Airways,Banglore,Delhi,non-stop,6478,6,0,6,0,165
Jet Airways,Delhi,Cochin,1 stop,15764,23,5,23,5,320
Air India,Kolkata,Banglore,2 stops,4647,9,10,9,10,1170
Jet Airways,Banglore,Delhi,non-stop,8016,19,50,19,50,180
Air India,Kolkata,Banglore,non-stop,4145,20,45,20,45,155
Multiple carriers,Delhi,Cochin,1 stop,8055,7,30,7,30,810
Air India,Delhi,Cochin,2 stops,12409,17,15,17,15,1560
IndiGo,Kolkata,Banglore,non-stop,6038,9,35,9,35,165
Air Asia,Kolkata,Banglore,non-stop,4107,22,50,22,50,150
Air India,Delhi,Cochin,2 stops,11911,5,55,5,55,1545
Air India,Kolkata,Banglore,2 stops,11458,9,25,9,25,955
Air Asia,Delhi,Cochin,1 stop,6152,16,45,16,45,340
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,1585
Vistara,Chennai,Kolkata,non-stop,11982,17,45,17,45,140
Jet Airways,Kolkata,Banglore,1 stop,13941,6,30,6,30,590
IndiGo,Delhi,Cochin,1 stop,6938,14,20,14,20,480
Jet Airways,Delhi,Cochin,2 stops,15339,13,25,13,25,1775
Jet Airways,Delhi,Cochin,2 stops,20064,5,25,5,25,2245
Multiple carriers,Delhi,Cochin,1 stop,6093,14,55,14,55,455
Multiple carriers Premium economy,Delhi,Cochin,1 stop,10885,19,0,19,0,395
Air India,Delhi,Cochin,1 stop,8907,13,30,13,30,570
Jet Airways,Kolkata,Banglore,1 stop,9663,6,30,6,30,855
IndiGo,Delhi,Cochin,1 stop,7160,5,5,5,5,425
Multiple carriers Premium economy,Delhi,Cochin,1 stop,11269,7,30,7,30,480
Jet Airways,Mumbai,Hyderabad,non-stop,5678,19,35,19,35,90
Jet Airways,Mumbai,Hyderabad,non-stop,5678,2,55,2,55,85
Air India,Delhi,Cochin,1 stop,8907,9,45,9,45,795
Jet Airways,Mumbai,Hyderabad,non-stop,3210,2,55,2,55,85
Air India,Banglore,Delhi,non-stop,6961,6,10,6,10,165
Jet Airways,Banglore,Delhi,1 stop,14815,14,5,14,5,1090
Jet Airways,Kolkata,Banglore,1 stop,11467,20,25,20,25,1540
Jet Airways,Delhi,Cochin,2 stops,10919,14,35,14,35,1320
GoAir,Delhi,Cochin,1 stop,9069,14,25,14,25,310
SpiceJet,Kolkata,Banglore,1 stop,4649,15,5,15,5,315
IndiGo,Banglore,Delhi,non-stop,4823,18,25,18,25,175
Air India,Kolkata,Banglore,1 stop,6528,14,35,14,35,1440
Jet Airways,Delhi,Cochin,2 stops,15654,10,45,10,45,1060
Vistara,Kolkata,Banglore,1 stop,7770,20,20,20,20,1595
IndiGo,Kolkata,Banglore,non-stop,4804,4,40,4,40,155
Jet Airways,Delhi,Cochin,2 stops,10368,19,30,19,30,1025
IndiGo,Delhi,Cochin,non-stop,7673,21,5,21,5,195
IndiGo,Delhi,Cochin,non-stop,6015,5,35,5,35,195
IndiGo,Kolkata,Banglore,non-stop,4804,11,30,11,30,155
Jet Airways,Kolkata,Banglore,1 stop,13941,20,0,20,0,735
Air Asia,Kolkata,Banglore,1 stop,5162,19,55,19,55,215
Air India,Banglore,Delhi,1 stop,10657,11,5,11,5,700
Jet Airways,Kolkata,Banglore,1 stop,14781,16,30,16,30,425
IndiGo,Mumbai,Hyderabad,non-stop,2754,19,5,19,5,90
Air India,Banglore,Delhi,2 stops,11474,6,50,6,50,965
Jet Airways,Kolkata,Banglore,1 stop,7757,18,55,18,55,800
Jet Airways,Banglore,Delhi,1 stop,10405,8,0,8,0,1455
GoAir,Banglore,Delhi,non-stop,3419,7,45,7,45,175
Jet Airways,Delhi,Cochin,1 stop,10262,17,30,17,30,1145
Air India,Mumbai,Hyderabad,non-stop,3100,13,55,13,55,90
Jet Airways,Delhi,Cochin,1 stop,11848,2,15,2,15,1570
Air India,Delhi,Cochin,1 stop,5683,20,30,20,30,705
Jet Airways,Kolkata,Banglore,1 stop,9663,8,25,8,25,1655
Jet Airways,Banglore,Delhi,non-stop,4544,19,50,19,50,180
Jet Airways,Mumbai,Hyderabad,non-stop,4050,2,55,2,55,85
Vistara,Kolkata,Banglore,1 stop,9187,20,20,20,20,765
Vistara,Kolkata,Banglore,1 stop,8452,20,20,20,20,1440
Air India,Kolkata,Banglore,2 stops,11668,9,25,9,25,955
Air India,Delhi,Cochin,2 stops,13381,14,25,14,25,1730
Multiple carriers,Delhi,Cochin,1 stop,8073,7,0,7,0,840
Air Asia,Kolkata,Banglore,non-stop,5620,10,20,10,20,155
Jet Airways,Kolkata,Banglore,1 stop,12739,14,5,14,5,875
Air Asia,Kolkata,Banglore,non-stop,5989,19,55,19,55,150
Air India,Kolkata,Banglore,1 stop,8891,9,25,9,25,1350
Jet Airways,Banglore,Delhi,non-stop,4544,19,50,19,50,180
Jet Airways,Delhi,Cochin,1 stop,10262,16,0,16,0,1620
Vistara,Kolkata,Banglore,1 stop,9345,17,0,17,0,1640
IndiGo,Delhi,Cochin,1 stop,6838,9,15,9,15,705
Air India,Mumbai,Hyderabad,1 stop,10943,21,0,21,0,1345
IndiGo,Banglore,Delhi,non-stop,3943,4,0,4,0,170
SpiceJet,Banglore,Delhi,non-stop,3573,5,55,5,55,160
SpiceJet,Kolkata,Banglore,non-stop,3841,9,0,9,0,145
Multiple carriers,Delhi,Cochin,1 stop,9646,9,45,9,45,505
Air India,Delhi,Cochin,non-stop,4729,18,5,18,5,185
Jet Airways,Banglore,Delhi,1 stop,17261,22,50,22,50,640
Jet Airways,Kolkata,Banglore,1 stop,13941,14,5,14,5,1200
Jet Airways,Kolkata,Banglore,1 stop,10844,21,10,21,10,890
Jet Airways,Kolkata,Banglore,1 stop,14231,18,55,18,55,1285
Jet Airways,Delhi,Cochin,1 stop,14714,13,0,13,0,360
SpiceJet,Delhi,Cochin,1 stop,6460,8,45,8,45,270
Jet Airways,Kolkata,Banglore,1 stop,11467,20,25,20,25,1630
IndiGo,Banglore,Delhi,non-stop,3943,0,30,0,30,175
IndiGo,Kolkata,Banglore,1 stop,4775,15,15,15,15,290
SpiceJet,Kolkata,Banglore,non-stop,3841,9,0,9,0,145
Jet Airways,Banglore,Delhi,1 stop,12284,11,40,11,40,1200
IndiGo,Kolkata,Banglore,non-stop,4804,17,15,17,15,155
Jet Airways,Delhi,Cochin,2 stops,12819,13,25,13,25,1390
Jet Airways,Delhi,Cochin,1 stop,14714,18,15,18,15,610
Jet Airways,Mumbai,Hyderabad,non-stop,8040,10,20,10,20,90
Multiple carriers,Delhi,Cochin,2 stops,16840,15,5,15,5,625
Jet Airways,Delhi,Cochin,1 stop,15554,22,50,22,50,335
GoAir,Delhi,Cochin,1 stop,5752,10,35,10,35,540
Vistara,Kolkata,Banglore,1 stop,8452,17,0,17,0,1065
Multiple carriers,Delhi,Cochin,1 stop,11761,8,0,8,0,675
Multiple carriers,Delhi,Cochin,1 stop,14848,13,0,13,0,375
Jet Airways,Delhi,Cochin,2 stops,10368,5,30,5,30,810
Air India,Delhi,Cochin,2 stops,9863,16,40,16,40,1595
Jet Airways,Delhi,Cochin,1 stop,10262,10,0,10,0,540
Vistara,Banglore,Delhi,non-stop,4668,7,0,7,0,160
Multiple carriers,Delhi,Cochin,1 stop,9103,11,25,11,25,455
Jet Airways,Delhi,Cochin,1 stop,10262,21,50,21,50,885
GoAir,Delhi,Cochin,1 stop,4525,7,25,7,25,370
Air India,Banglore,Delhi,non-stop,5228,10,0,10,0,165
Jet Airways,Banglore,Delhi,1 stop,19225,21,25,21,25,460
Jet Airways,Mumbai,Hyderabad,non-stop,8040,10,20,10,20,90
Jet Airways,Delhi,Cochin,1 stop,7438,14,0,14,0,865
Multiple carriers,Delhi,Cochin,1 stop,13135,4,0,4,0,690
IndiGo,Delhi,Cochin,non-stop,6015,14,25,14,25,195
Multiple carriers,Delhi,Cochin,1 stop,8283,17,0,17,0,510
SpiceJet,Chennai,Kolkata,non-stop,3543,8,20,8,20,135
IndiGo,Kolkata,Banglore,non-stop,4148,10,10,10,10,165
GoAir,Banglore,Delhi,1 stop,7657,15,45,15,45,270
IndiGo,Kolkata,Banglore,1 stop,5276,19,35,19,35,220
Jet Airways,Kolkata,Banglore,1 stop,14151,9,35,9,35,840
Jet Airways,Mumbai,Hyderabad,non-stop,8040,10,20,10,20,90
IndiGo,Delhi,Cochin,2 stops,8378,11,55,11,55,565
SpiceJet,Chennai,Kolkata,non-stop,3543,9,45,9,45,135
IndiGo,Banglore,Delhi,non-stop,4823,18,55,18,55,175
Jet Airways,Kolkata,Banglore,1 stop,14388,18,55,18,55,800
SpiceJet,Chennai,Kolkata,non-stop,3543,17,45,17,45,140
Jet Airways,Kolkata,Banglore,1 stop,10844,14,5,14,5,400
Jet Airways,Kolkata,Banglore,1 stop,10844,6,30,6,30,705
SpiceJet,Delhi,Cochin,1 stop,4957,17,55,17,55,295
IndiGo,Delhi,Cochin,1 stop,6442,7,35,7,35,515
Air India,Delhi,Cochin,1 stop,7480,17,20,17,20,965
IndiGo,Delhi,Cochin,1 stop,5073,20,25,20,25,305
Jet Airways,Kolkata,Banglore,1 stop,14781,16,30,16,30,365
Multiple carriers,Delhi,Cochin,1 stop,9646,9,45,9,45,385
Jet Airways,Kolkata,Banglore,1 stop,7851,6,30,6,30,590
SpiceJet,Mumbai,Hyderabad,non-stop,2175,5,45,5,45,80
Air India,Kolkata,Banglore,2 stops,14424,10,0,10,0,1165
Jet Airways,Delhi,Cochin,2 stops,13014,9,40,9,40,560
Jet Airways,Delhi,Cochin,1 stop,5177,2,15,2,15,1005
Multiple carriers,Delhi,Cochin,1 stop,15135,10,45,10,45,485
Air India,Banglore,Delhi,non-stop,5228,21,5,21,5,170
SpiceJet,Chennai,Kolkata,non-stop,3543,9,45,9,45,135
Jet Airways,Delhi,Cochin,2 stops,15129,23,5,23,5,1195
IndiGo,Delhi,Cochin,1 stop,6093,6,40,6,40,860
Jet Airways,Banglore,Delhi,1 stop,11087,14,5,14,5,375
Multiple carriers,Delhi,Cochin,1 stop,7408,9,0,9,0,720
IndiGo,Kolkata,Banglore,1 stop,6534,21,0,21,0,315
Jet Airways,Delhi,Cochin,2 stops,13029,5,30,5,30,1375
Jet Airways,Banglore,Delhi,non-stop,8016,7,10,7,10,180
Air India,Mumbai,Hyderabad,1 stop,8528,5,55,5,55,795
Air India,Delhi,Cochin,2 stops,12760,17,15,17,15,1560
Air India,Delhi,Cochin,2 stops,12199,17,15,17,15,1560
Multiple carriers,Delhi,Cochin,1 stop,14067,10,0,10,0,930
Jet Airways,Banglore,Delhi,non-stop,8016,17,45,17,45,180
Air India,Kolkata,Banglore,non-stop,5510,14,15,14,15,150
Air India,Kolkata,Banglore,1 stop,6241,14,35,14,35,1440
Air India,Delhi,Cochin,1 stop,16142,12,30,12,30,1255
Jet Airways,Delhi,Cochin,2 stops,10919,14,35,14,35,1320
IndiGo,Kolkata,Banglore,non-stop,4804,21,25,21,25,160
IndiGo,Delhi,Cochin,1 stop,6979,11,25,11,25,575
Air India,Delhi,Cochin,non-stop,6094,14,10,14,10,180
Air India,Banglore,Delhi,non-stop,5176,17,0,17,0,165
Multiple carriers,Delhi,Cochin,1 stop,15136,13,0,13,0,480
Jet Airways,Kolkata,Banglore,1 stop,10031,8,25,8,25,900
Jet Airways,Delhi,Cochin,2 stops,12814,5,25,5,25,2245
Jet Airways,Kolkata,Banglore,1 stop,12681,6,30,6,30,800
Multiple carriers,Delhi,Cochin,1 stop,12402,7,0,7,0,710
Jet Airways,Kolkata,Banglore,1 stop,13759,8,25,8,25,585
SpiceJet,Chennai,Kolkata,non-stop,3597,17,45,17,45,140
Air Asia,Banglore,Delhi,non-stop,3383,23,55,23,55,170
Vistara,Banglore,Delhi,non-stop,4668,9,45,9,45,170
Jet Airways,Delhi,Cochin,2 stops,10929,19,10,19,10,1995
Vistara,Kolkata,Banglore,1 stop,9187,17,0,17,0,1065
Multiple carriers,Delhi,Cochin,1 stop,7530,11,40,11,40,830
Air India,Kolkata,Banglore,1 stop,8026,9,10,9,10,270
SpiceJet,Banglore,Delhi,non-stop,4319,9,30,9,30,170
Jet Airways,Delhi,Cochin,2 stops,13376,14,35,14,35,830
SpiceJet,Kolkata,Banglore,non-stop,4174,9,0,9,0,145
Vistara,Banglore,Delhi,non-stop,4668,7,0,7,0,160
Multiple carriers,Delhi,Cochin,1 stop,13062,7,5,7,5,835
Jet Airways,Delhi,Cochin,1 stop,12898,19,15,19,15,550
Jet Airways,Delhi,Cochin,1 stop,14714,15,0,15,0,805
Air India,Kolkata,Banglore,2 stops,10991,5,50,5,50,875
Jet Airways,Banglore,Delhi,non-stop,4030,11,10,11,10,175
Jet Airways,Delhi,Cochin,2 stops,13029,9,40,9,40,1125
Vistara,Banglore,Delhi,1 stop,6800,6,40,6,40,355
Jet Airways,Banglore,Delhi,1 stop,11087,7,0,7,0,1590
Multiple carriers,Delhi,Cochin,1 stop,9794,10,20,10,20,520
Jet Airways,Kolkata,Banglore,1 stop,14388,21,10,21,10,730
IndiGo,Kolkata,Banglore,non-stop,4148,21,25,21,25,160
Air India,Delhi,Cochin,2 stops,17266,20,0,20,0,1395
Air India,Kolkata,Banglore,1 stop,7893,20,30,20,30,745
Jet Airways,Banglore,Delhi,non-stop,7229,19,50,19,50,180
Multiple carriers,Delhi,Cochin,1 stop,9930,7,5,7,5,835
Multiple carriers,Delhi,Cochin,1 stop,18286,11,30,11,30,845
Jet Airways,Banglore,Delhi,non-stop,7229,19,50,19,50,180
Vistara,Delhi,Cochin,non-stop,6216,6,0,6,0,190
Air Asia,Banglore,Delhi,non-stop,4282,4,55,4,55,170
IndiGo,Delhi,Cochin,1 stop,5054,7,35,7,35,275
Jet Airways,Delhi,Cochin,1 stop,10262,7,5,7,5,715
Jet Airways,Kolkata,Banglore,1 stop,14571,6,30,6,30,705
GoAir,Delhi,Cochin,1 stop,4692,7,25,7,25,370
Jet Airways,Delhi,Cochin,2 stops,10919,14,35,14,35,830
Jet Airways,Kolkata,Banglore,1 stop,10844,8,25,8,25,685
Jet Airways,Kolkata,Banglore,1 stop,10844,20,0,20,0,1220
Air India,Delhi,Cochin,non-stop,6094,14,10,14,10,180
Vistara,Delhi,Cochin,non-stop,6741,14,40,14,40,190
Air India,Delhi,Cochin,1 stop,8372,9,45,9,45,1420
Multiple carriers,Delhi,Cochin,1 stop,14067,2,15,2,15,575
Air India,Delhi,Cochin,1 stop,7480,20,40,20,40,765
Multiple carriers,Delhi,Cochin,1 stop,8386,9,45,9,45,385
Multiple carriers,Delhi,Cochin,1 stop,6795,11,40,11,40,830
Air Asia,Kolkata,Banglore,non-stop,4409,10,20,10,20,155
IndiGo,Chennai,Kolkata,non-stop,3597,19,35,19,35,140
Air India,Banglore,Delhi,non-stop,6961,6,10,6,10,165
Jet Airways,Kolkata,Banglore,1 stop,12692,17,0,17,0,395
Air India,Mumbai,Hyderabad,non-stop,4307,19,30,19,30,75
Jet Airways,Banglore,Delhi,non-stop,4030,8,20,8,20,180
Air India,Kolkata,Banglore,2 stops,15957,9,50,9,50,805
Jet Airways,Banglore,Delhi,1 stop,7832,22,50,22,50,755
Air India,Kolkata,Banglore,3 stops,12954,10,0,10,0,1470
Jet Airways,Delhi,Cochin,2 stops,11150,23,5,23,5,1760
IndiGo,Mumbai,Hyderabad,non-stop,4049,6,20,6,20,85
Jet Airways,Banglore,Delhi,1 stop,9134,5,45,5,45,570
Air Asia,Kolkata,Banglore,non-stop,4409,22,50,22,50,150
Jet Airways,Kolkata,Banglore,1 stop,14781,14,5,14,5,510
Air India,Banglore,Delhi,non-stop,5228,21,5,21,5,170
SpiceJet,Chennai,Kolkata,non-stop,3597,17,45,17,45,140
Multiple carriers,Delhi,Cochin,1 stop,6795,15,15,15,15,615
Air Asia,Kolkata,Banglore,non-stop,3807,22,50,22,50,150
Jet Airways,Kolkata,Banglore,1 stop,14781,16,30,16,30,425
Air India,Delhi,Cochin,1 stop,8372,9,0,9,0,615
IndiGo,Delhi,Cochin,non-stop,5000,14,20,14,20,195
Vistara,Banglore,Delhi,non-stop,5403,9,45,9,45,170
Multiple carriers,Delhi,Cochin,1 stop,8476,8,45,8,45,630
Air India,Banglore,Delhi,2 stops,6593,10,30,10,30,655
IndiGo,Banglore,Delhi,non-stop,7648,16,55,16,55,170
Vistara,Kolkata,Banglore,1 stop,9345,7,10,7,10,700
Jet Airways,Delhi,Cochin,2 stops,15129,9,40,9,40,1125
Multiple carriers,Delhi,Cochin,1 stop,7268,12,50,12,50,385
Jet Airways,Mumbai,Hyderabad,non-stop,3210,19,35,19,35,90
IndiGo,Chennai,Kolkata,non-stop,7295,19,35,19,35,140
IndiGo,Delhi,Cochin,1 stop,6442,5,5,5,5,425
IndiGo,Kolkata,Banglore,1 stop,3809,19,20,19,20,265
Air India,Banglore,Delhi,2 stops,15119,5,50,5,50,630
GoAir,Delhi,Cochin,1 stop,9069,14,25,14,25,310
IndiGo,Banglore,Delhi,non-stop,3943,10,10,10,10,170
Air India,Kolkata,Banglore,2 stops,12534,7,0,7,0,1345
Multiple carriers,Delhi,Cochin,1 stop,13714,9,0,9,0,600
Air India,Delhi,Cochin,3 stops,9128,5,15,5,15,2280
IndiGo,Mumbai,Hyderabad,non-stop,2227,21,20,21,20,90
Jet Airways,Kolkata,Banglore,1 stop,10844,20,0,20,0,1595
Jet Airways,Kolkata,Banglore,1 stop,13941,16,30,16,30,730
Jet Airways,Banglore,Delhi,1 stop,7832,5,45,5,45,570
GoAir,Banglore,Delhi,non-stop,3419,7,45,7,45,175
Jet Airways,Kolkata,Banglore,1 stop,14151,20,25,20,25,1480
IndiGo,Delhi,Cochin,1 stop,5073,7,35,7,35,275
Vistara,Kolkata,Banglore,1 stop,9922,17,0,17,0,965
IndiGo,Chennai,Kolkata,non-stop,4752,13,20,13,20,135
Multiple carriers,Delhi,Cochin,1 stop,10197,9,0,9,0,615
Air India,Banglore,Delhi,non-stop,6961,10,0,10,0,165
Multiple carriers,Delhi,Cochin,1 stop,17493,13,0,13,0,480
Multiple carriers,Delhi,Cochin,1 stop,13587,7,5,7,5,835
Jet Airways,Delhi,Cochin,1 stop,10262,16,0,16,0,745
Air India,Kolkata,Banglore,2 stops,15107,14,30,14,30,1105
Vistara,Kolkata,Banglore,1 stop,8452,17,0,17,0,1065
Air India,Mumbai,Hyderabad,non-stop,3100,21,5,21,5,80
IndiGo,Banglore,Delhi,non-stop,4823,7,10,7,10,175
Air Asia,Banglore,Delhi,non-stop,4483,23,55,23,55,170
Air India,Kolkata,Banglore,2 stops,13243,10,0,10,0,920
IndiGo,Delhi,Cochin,1 stop,5684,11,25,11,25,845
Jet Airways,Mumbai,Hyderabad,non-stop,3205,10,20,10,20,90
Jet Airways,Delhi,Cochin,1 stop,10262,10,0,10,0,1105
IndiGo,Banglore,Delhi,non-stop,4823,20,0,20,0,170
Jet Airways,Delhi,Cochin,1 stop,15554,13,0,13,0,360
IndiGo,Banglore,Delhi,non-stop,3943,4,0,4,0,170
Vistara,Mumbai,Hyderabad,1 stop,12080,7,30,7,30,745
Air Asia,Banglore,Delhi,non-stop,3383,23,55,23,55,170
SpiceJet,Mumbai,Hyderabad,non-stop,2437,5,45,5,45,80
SpiceJet,Mumbai,Hyderabad,non-stop,1965,22,45,22,45,90
Jet Airways,Banglore,Delhi,1 stop,7832,22,50,22,50,695
IndiGo,Delhi,Cochin,1 stop,6442,6,50,6,50,560
Air India,Kolkata,Banglore,2 stops,12723,5,50,5,50,1625
Jet Airways,Banglore,Delhi,non-stop,8016,15,15,15,15,175
Jet Airways,Delhi,Cochin,2 stops,10199,21,25,21,25,910
Vistara,Kolkata,Banglore,1 stop,10842,9,55,9,55,1395
Multiple carriers,Delhi,Cochin,1 stop,7005,12,50,12,50,490
Air Asia,Kolkata,Banglore,non-stop,4409,10,20,10,20,155
Jet Airways,Kolkata,Banglore,1 stop,13364,21,10,21,10,730
Multiple carriers,Delhi,Cochin,1 stop,13377,16,0,16,0,570
Jet Airways,Delhi,Cochin,1 stop,10262,21,50,21,50,395
Jet Airways,Kolkata,Banglore,1 stop,10844,16,30,16,30,425
Jet Airways,Kolkata,Banglore,1 stop,14571,6,30,6,30,590
Jet Airways,Delhi,Cochin,2 stops,19329,10,45,10,45,1925
Air India,Banglore,Delhi,1 stop,4943,8,15,8,15,895
Jet Airways,Delhi,Cochin,2 stops,15129,23,5,23,5,1760
Jet Airways,Delhi,Cochin,2 stops,15129,9,40,9,40,560
Jet Airways,Kolkata,Banglore,1 stop,10539,17,0,17,0,1500
Jet Airways,Kolkata,Banglore,1 stop,10031,21,10,21,10,1525
Multiple carriers,Delhi,Cochin,1 stop,9140,17,45,17,45,465
Air Asia,Kolkata,Banglore,non-stop,4409,22,50,22,50,150
IndiGo,Banglore,Delhi,non-stop,3419,22,10,22,10,170
Multiple carriers,Delhi,Cochin,1 stop,9646,9,45,9,45,385
Jet Airways,Kolkata,Banglore,1 stop,13584,14,5,14,5,1690
Air India,Delhi,Cochin,2 stops,11806,5,0,5,0,1600
GoAir,Delhi,Cochin,1 stop,4563,7,25,7,25,370
Jet Airways,Delhi,Cochin,2 stops,9412,5,10,5,10,1395
Jet Airways,Delhi,Cochin,1 stop,12898,21,50,21,50,395
Vistara,Delhi,Cochin,non-stop,6216,14,40,14,40,190
Jet Airways,Delhi,Cochin,1 stop,12898,13,0,13,0,925
Jet Airways,Delhi,Cochin,1 stop,10262,22,50,22,50,1210
Air India,Banglore,Delhi,non-stop,12526,13,20,13,20,170
Air India,Delhi,Cochin,1 stop,11522,5,15,5,15,1535
Jet Airways,Mumbai,Hyderabad,non-stop,5678,2,55,2,55,85
Vistara,Banglore,Delhi,non-stop,9918,11,30,11,30,160
Jet Airways,Kolkata,Banglore,1 stop,14781,21,10,21,10,665
Air India,Delhi,Cochin,2 stops,8026,5,0,5,0,2295
Air India,Banglore,Delhi,non-stop,7276,13,20,13,20,170
Jet Airways,Kolkata,Banglore,1 stop,7064,8,25,8,25,590
Multiple carriers,Delhi,Cochin,1 stop,13062,13,0,13,0,480
Multiple carriers,Delhi,Cochin,1 stop,12537,11,30,11,30,570
Jet Airways,Delhi,Cochin,1 stop,10262,13,0,13,0,360
Vistara,Banglore,Delhi,non-stop,4878,17,0,17,0,155
Jet Airways,Delhi,Cochin,1 stop,14714,14,0,14,0,300
Jet Airways,Banglore,Delhi,1 stop,9134,7,0,7,0,495
IndiGo,Banglore,Delhi,non-stop,4823,16,55,16,55,180
Multiple carriers,Delhi,Cochin,1 stop,6093,7,10,7,10,540
SpiceJet,Chennai,Kolkata,non-stop,3597,8,20,8,20,135
Multiple carriers,Delhi,Cochin,1 stop,13727,14,0,14,0,420
IndiGo,Kolkata,Banglore,non-stop,4174,11,30,11,30,155
Jet Airways,Delhi,Cochin,1 stop,10262,11,30,11,30,450
Multiple carriers,Delhi,Cochin,1 stop,11789,10,20,10,20,520
Jet Airways,Kolkata,Banglore,1 stop,8586,18,55,18,55,800
Air India,Banglore,Delhi,3 stops,13081,5,50,5,50,1620
Jet Airways,Kolkata,Banglore,1 stop,9314,20,25,20,25,1630
Jet Airways,Mumbai,Hyderabad,non-stop,5678,19,35,19,35,90
Jet Airways,Delhi,Cochin,1 stop,11924,10,0,10,0,540
Jet Airways,Kolkata,Banglore,1 stop,12692,20,25,20,25,1630
Jet Airways,Banglore,Delhi,non-stop,6478,18,55,18,55,185
